,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - RENMINBI/US$,DENMARK - DANISH KRONE/US$,EURO AREA - EURO/US$,GREAT BRITAIN - GREAT BRITAIN POUND/US$,HONG KONG - HONG KONG DOLLAR/US$,INDIA - INDIAN RUPEE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,MEXICO - MEXICAN PESO/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$,NORWAY - NORWEGIAN KRONE/US$,SINGAPORE - SINGAPORE DOLLAR/US$,SOUTH AFRICA - RAND/US$,SWEDEN - KRONA/US$,SWITZERLAND - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILAND - BAHT/US$
0,2006-01-02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
566,2008-03-04,1.0838,1.6818,0.9954,7.106,4.8977,0.6575,0.5037,7.7829,40.27,102.67,3.187,10.7175,1.2542,5.1707,1.3896,7.9145,6.1598,1.0354,30.91,31.45
567,2008-03-05,1.0731,1.6673,0.9897,7.1075,4.8738,0.6544,0.5015,7.7897,40.19,103.99,3.1795,10.7015,1.2495,5.1375,1.3891,7.76,6.1232,1.0364,30.83,31.51
568,2008-03-06,1.0733,1.669,0.9847,7.1059,4.8496,0.6512,0.4982,7.7885,40.13,103.1,3.168,10.765,1.2494,5.121,1.3859,7.92,6.102,1.0291,30.7,31.56
569,2008-03-07,1.0772,1.6873,0.9916,7.111,4.8624,0.6522,0.4968,7.7857,40.42,102.69,3.168,10.8441,1.259,5.1637,1.3842,7.9855,6.1337,1.025,30.71,31.48
570,2008-03-10,1.0897,1.7037,0.9975,7.106,4.8502,0.6507,0.4959,7.7887,40.39,101.8,3.2015,10.849,1.2644,5.1449,1.3873,8.0225,6.1191,1.0192,30.63,31.5
571,2008-03-11,1.0812,1.7011,0.9953,7.1027,4.864,0.6524,0.499,7.7879,40.23,102.87,3.1865,10.797,1.2508,5.1419,1.3865,7.8825,6.1279,1.0292,30.58,31.52
572,2008-03-12,1.0727,1.6802,0.9895,7.101,4.8116,0.6454,0.4948,7.7872,40.02,102.38,3.1685,10.781,1.2402,5.1091,1.3855,7.83,6.0762,1.0217,30.68,31.55
573,2008-03-13,1.0626,1.6994,0.9841,7.09,4.7837,0.6417,0.4923,7.7858,40.18,100.58,3.154,10.7775,1.2294,5.1066,1.3795,7.935,6.0559,1.0116,30.66,31.45
574,2008-03-14,1.0671,1.704,0.9867,7.089,4.7777,0.6409,0.4928,7.7829,40.4,100.2,3.16,10.7615,1.2271,5.1321,1.3812,7.9037,6.0541,1.0072,30.74,31.35
575,2008-03-17,1.0889,1.7221,0.9977,7.083,4.7304,0.6343,0.4998,7.7642,40.46,96.88,3.1865,10.7822,1.2516,5.1153,1.3799,8.1575,6.0058,0.986,30.85,31.4
576,2008-03-18,1.0786,1.706,0.9938,7.0795,4.7263,0.6336,0.4947,7.7702,40.2,98.23,3.1535,10.7165,1.2355,5.113,1.3775,8.035,5.9863,0.9899,30.72,31.1
577,2008-03-19,1.0853,1.6996,1.0027,7.066,4.768,0.6393,0.5036,7.772,40,99.34,3.178,10.6965,1.2447,5.1457,1.3846,7.999,6.0065,1.0006,30.71,31.14
578,2008-03-20,1.1163,1.7392,1.0265,7.052,4.838,0.6486,0.5045,7.7774,40.32,98.79,3.197,10.723,1.2689,5.278,1.3892,8.2125,6.1176,1.0107,30.66,31.25
579,2008-03-21,1.1091,1.7308,1.0239,7.0515,4.8283,0.6474,0.5044,7.777,39.86,99.4,3.178,10.717,1.2626,5.2572,1.386,8.155,6.098,1.0085,30.5,31.24
580,2008-03-24,1.1035,1.7303,1.0203,7.055,4.8451,0.6496,0.5037,7.7787,40.03,100.77,3.21,10.67,1.255,5.2778,1.3902,8.1,6.1328,1.023,30.19,31.45
581,2008-03-25,1.0946,1.7403,1.0176,7.044,4.7826,0.6412,0.5001,7.7782,39.93,100.07,3.1985,10.681,1.2444,5.1824,1.3835,8.035,6.0231,1.0088,30.08,31.49
582,2008-03-26,1.0874,1.7353,1.018,7.029,4.732,0.6345,0.4995,7.782,39.96,99.12,3.1965,10.6915,1.2455,5.0919,1.38,8.0271,5.9696,0.9955,29.99,31.37
583,2008-03-27,1.0867,1.7313,1.0146,7.0105,4.7188,0.633,0.4976,7.7813,39.95,99.87,3.2115,10.6935,1.2436,5.08,1.3791,7.9639,5.9498,0.9932,30.14,31.35
584,2008-03-28,1.0884,1.7393,1.018,7.012,4.7304,0.6346,0.5028,7.7807,39.76,99.71,3.1955,10.6925,1.2528,5.1102,1.3807,8.075,5.954,0.9981,30.38,31.38
585,2008-03-31,1.0951,1.7441,1.0275,7.012,4.7178,0.6327,0.5037,7.7819,40.02,99.85,3.192,10.63,1.2723,5.0827,1.3786,8.144,5.936,0.9921,30.37,31.44
586,2008-04-01,1.1029,1.741,1.0268,7.0116,4.7752,0.6404,0.5057,7.7868,39.88,101.77,3.1765,10.6005,1.2798,5.1876,1.3782,8.0251,6.0079,1.0108,30.3,31.38
587,2008-04-02,1.0948,1.7241,1.0173,7.0185,4.775,0.6403,0.5044,7.7879,39.88,102.77,3.1835,10.5525,1.265,5.1477,1.3788,7.8011,5.992,1.0148,30.37,31.51
588,2008-04-03,1.0927,1.7211,1.0079,7.015,4.7589,0.6383,0.501,7.7905,39.94,102.21,3.188,10.5665,1.2718,5.1089,1.3852,7.74,5.9678,1.0079,30.41,31.6
589,2008-04-04,1.0853,1.71,1.0088,7.015,4.7394,0.6355,0.5013,7.7909,39.93,101.75,3.1925,10.5661,1.2684,5.0685,1.3816,7.8,5.9543,1.0052,30.41,31.66
590,2008-04-07,1.0783,1.6985,1.0108,7.001,4.7455,0.6364,0.5037,7.7899,39.96,102.62,3.1855,10.54,1.255,5.0561,1.3803,7.7675,5.957,1.0144,30.41,31.63
591,2008-04-08,1.0778,1.6983,1.0151,7.0008,4.7494,0.6367,0.5079,7.7871,39.9,102.55,3.1865,10.561,1.2552,5.0579,1.3804,7.7805,5.961,1.014,30.52,31.67
592,2008-04-09,1.0772,1.6914,1.0192,7.0017,4.7192,0.6328,0.5069,7.7898,39.91,101.83,3.18,10.5565,1.256,5.0255,1.3772,7.84,5.9338,1.0019,30.45,31.74
593,2008-04-10,1.0725,1.6775,1.0178,6.991,4.7385,0.6352,0.5065,7.7863,39.89,101.71,3.144,10.549,1.2523,5.0448,1.3576,7.785,5.962,1.0051,30.3,31.51
594,2008-04-11,1.0764,1.681,1.0216,7.006,4.7212,0.6331,0.5074,7.7885,39.84,101.09,3.1437,10.527,1.2591,5.0283,1.3567,7.805,5.9586,1.0016,30.29,31.56
595,2008-04-14,1.0835,1.6795,1.0207,6.999,4.7127,0.6318,0.5046,7.7912,39.86,100.87,3.16,10.4788,1.2697,5.011,1.3577,7.8735,5.94,0.9975,30.31,31.53
596,2008-04-15,1.0817,1.6845,1.0181,6.9945,4.7201,0.6329,0.5095,7.7931,39.83,101.33,3.1635,10.484,1.2752,5.0054,1.3581,7.9525,5.9512,1.0019,30.25,31.58
597,2008-04-16,1.0643,1.672,1.0021,6.992,4.6687,0.6259,0.5062,7.7935,39.89,101.4,3.1455,10.4616,1.2641,4.9467,1.3508,7.9005,5.8751,0.9979,30.24,31.44
598,2008-04-17,1.0672,1.6625,1.0107,6.984,4.6836,0.628,0.5023,7.7915,39.79,102.22,3.14,10.4775,1.2687,4.9645,1.3523,7.8375,5.9066,1.0025,30.29,31.4
599,2008-04-18,1.076,1.664,1.0084,7.0065,4.7394,0.6352,0.5009,7.7939,39.73,104.56,3.147,10.4605,1.2706,5.0615,1.3587,7.7565,5.9732,1.0253,30.41,31.51
600,2008-04-21,1.0618,1.666,1.0066,6.9996,4.698,0.6297,0.5047,7.7936,39.92,103.38,3.1445,10.5245,1.2601,5.0052,1.3545,7.7525,5.8976,1.0121,30.27,31.45
601,2008-04-22,1.0573,1.6547,1.0033,6.989,4.6605,0.6246,0.5002,7.7929,39.93,102.7,3.137,10.5165,1.2533,4.9474,1.3503,7.63,5.8346,1.0004,30.26,31.43
602,2008-04-23,1.054,1.6571,1.0194,6.9895,4.694,0.629,0.5054,7.7963,40,103.55,3.1345,10.4915,1.2517,4.9934,1.3522,7.6733,5.873,1.0146,30.29,31.46
603,2008-04-24,1.0644,1.669,1.0131,6.9955,4.7633,0.6382,0.5072,7.7908,40.14,104.2,3.1495,10.456,1.2674,5.0895,1.3596,7.68,5.946,1.0341,30.35,31.55
604,2008-04-25,1.0718,1.6686,1.0163,7.0095,4.7732,0.6396,0.5042,7.7911,40.13,104.17,3.1595,10.4675,1.2778,5.1119,1.3636,7.595,5.9758,1.0335,30.34,31.7
605,2008-04-28,1.0644,1.6778,1.0158,7.002,4.7692,0.6391,0.5023,7.7897,40.1,104.3,3.157,10.4415,1.2708,5.0878,1.3619,7.535,5.9758,1.0339,30.42,31.67
606,2008-04-29,1.0699,1.706,1.0128,6.9845,4.78,0.6409,0.5064,7.792,40.37,103.4,3.153,10.5322,1.2885,5.1236,1.3608,7.5876,5.9991,1.0329,30.46,31.66
607,2008-04-30,1.0617,1.695,1.0092,6.987,4.7933,0.6423,0.5039,7.795,40.45,104.53,3.1585,10.5101,1.2804,5.1175,1.3576,7.5685,5.991,1.0422,30.47,31.64
608,2008-05-01,1.0709,1.6618,1.0187,6.9876,4.8272,0.6469,0.5064,7.7931,40.58,104.04,3.159,10.489,1.2868,5.1463,1.3605,7.635,6.0513,1.0478,30.51,31.62
609,2008-05-02,1.0677,1.6463,1.0182,6.987,4.8354,0.648,0.5062,7.7951,40.55,105.33,3.1615,10.4575,1.278,5.1243,1.3638,7.55,6.0685,1.0562,30.49,31.67
610,2008-05-05,1.0578,1.6599,1.0125,6.9815,4.8169,0.6455,0.5082,7.7946,40.45,105.12,3.1615,10.4711,1.2728,5.0821,1.3591,7.5725,6.0386,1.0539,30.46,31.64
611,2008-05-06,1.0547,1.6605,1.0036,6.986,4.7982,0.6432,0.5064,7.7931,40.8,104.54,3.1495,10.4915,1.2634,5.0479,1.3588,7.56,6.0022,1.0485,30.44,31.67
612,2008-05-07,1.0609,1.6743,1.002,6.986,4.8546,0.6506,0.5122,7.7935,41.3,105.28,3.1805,10.5411,1.278,5.123,1.3666,7.51,6.0595,1.0583,30.64,31.7
613,2008-05-08,1.0604,1.679,1.0149,7,4.841,0.649,0.5117,7.7946,41.66,103.87,3.2005,10.5335,1.2933,5.116,1.3745,7.575,6.0295,1.051,30.85,31.67
614,2008-05-09,1.0619,1.688,1.0062,6.9876,4.8295,0.6474,0.5132,7.7965,41.55,103.01,3.2025,10.5701,1.3041,5.0887,1.3685,7.726,6.0035,1.0432,30.74,31.93
615,2008-05-12,1.0563,1.667,1.0037,6.9881,4.8014,0.6437,0.5098,7.7963,42,103.83,3.2035,10.4855,1.2972,5.0367,1.3663,7.611,5.9753,1.0443,30.79,32.14
616,2008-05-13,1.0616,1.66,0.9996,6.9889,4.8097,0.6448,0.5136,7.7966,42.08,104.41,3.2215,10.487,1.3023,5.0521,1.3707,7.583,5.9924,1.049,30.86,32.25
617,2008-05-14,1.0697,1.6618,1.0018,6.999,4.8234,0.6465,0.5141,7.799,42.34,105.2,3.2615,10.4885,1.3115,5.0704,1.3788,7.6,6.0158,1.0558,30.99,32.45
618,2008-05-15,1.0621,1.6518,0.9996,6.9943,4.8153,0.6455,0.5131,7.7995,42.6,104.61,3.258,10.467,1.3163,5.0712,1.3776,7.5975,6.0302,1.0531,30.91,32.37
619,2008-05-16,1.0482,1.643,0.9966,6.988,4.7846,0.6414,0.5107,7.7998,42.5,103.86,3.2285,10.43,1.2923,5.0145,1.3688,7.47,5.9696,1.0448,30.6,32.26
620,2008-05-19,1.0491,1.647,0.9914,6.97,4.8083,0.6445,0.5136,7.7999,42.46,104.55,3.241,10.375,1.2937,5.0305,1.371,7.492,5.9827,1.0545,30.47,32.21
621,2008-05-20,1.0418,1.6539,0.9928,6.9725,4.7602,0.6383,0.5075,7.8004,42.5,103.66,3.2455,10.3965,1.2888,4.9952,1.3657,7.6433,5.9288,1.0376,30.54,31.98
622,2008-05-21,1.0369,1.65,0.984,6.9592,4.729,0.634,0.5084,7.8004,42.77,103.34,3.218,10.365,1.2812,4.9861,1.3578,7.6435,5.9094,1.0297,30.4,31.84
623,2008-05-22,1.0469,1.6563,0.9861,6.942,4.7505,0.6368,0.5054,7.7999,42.93,104.03,3.203,10.384,1.2744,5.0091,1.3602,7.6735,5.9313,1.0324,30.36,31.87
624,2008-05-23,1.0408,1.655,0.9883,6.9412,4.7268,0.6336,0.5046,7.8018,42.68,103.22,3.214,10.3945,1.2697,5.0093,1.3583,7.661,5.8934,1.0235,30.49,32.03
625,2008-05-26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
626,2008-05-27,1.043,1.6709,0.9932,6.945,4.7408,0.6357,0.5063,7.806,42.86,103.98,3.246,10.397,1.2661,4.9945,1.3626,7.7601,5.9096,1.0284,30.53,32.19
627,2008-05-28,1.0399,1.6684,0.9913,6.9408,4.7723,0.6399,0.5049,7.805,42.75,104.69,3.2305,10.3425,1.2755,5.0403,1.365,7.6985,5.9784,1.0382,30.49,32.28
628,2008-05-29,1.0477,1.6476,0.9871,6.9377,4.8036,0.644,0.5061,7.8051,42.53,105.52,3.2455,10.3055,1.2847,5.0728,1.3668,7.582,5.9965,1.048,30.44,32.48
629,2008-05-30,1.047,1.6252,0.9938,6.94,4.7934,0.6427,0.5052,7.8041,42.15,105.46,3.2345,10.329,1.2758,5.0872,1.3635,7.615,5.9959,1.0426,30.37,32.3
630,2008-06-02,1.0473,1.6305,1.0011,6.9325,4.7965,0.6431,0.5085,7.8037,42.38,104.41,3.221,10.339,1.2739,5.117,1.3631,7.7126,6.026,1.0379,30.15,32.54
631,2008-06-03,1.0477,1.6227,1.0051,6.9341,4.8261,0.6471,0.5089,7.8049,42.5,105.29,3.226,10.29,1.276,5.1525,1.3634,7.7005,6.0382,1.0437,30.37,32.61
632,2008-06-04,1.0411,1.6293,1.0145,6.9633,4.8248,0.6471,0.5116,7.8079,42.6,104.99,3.253,10.32,1.2781,5.159,1.3643,7.763,6.0405,1.0408,30.35,32.7
633,2008-06-05,1.0453,1.6345,1.0195,6.946,4.7933,0.6427,0.5112,7.8077,42.82,106,3.235,10.312,1.3067,5.116,1.367,7.883,5.9867,1.0398,30.38,32.89
634,2008-06-06,1.0413,1.6261,1.0187,6.923,4.7398,0.6357,0.5077,7.8095,42.63,105.33,3.267,10.368,1.3043,5.0327,1.3628,7.845,5.9242,1.0237,30.41,33.15
635,2008-06-09,1.0501,1.6226,1.0223,6.923,4.7461,0.6362,0.5061,7.8082,42.85,106.06,3.2625,10.364,1.312,5.05,1.3635,7.9231,5.947,1.0237,30.32,33.23
636,2008-06-10,1.0584,1.6403,1.0241,6.9248,4.8207,0.6463,0.5117,7.8093,42.92,107.19,3.273,10.388,1.3319,5.1622,1.3723,7.96,6.0457,1.0404,30.44,32.99
637,2008-06-11,1.0541,1.6405,1.017,6.9095,4.7924,0.6426,0.509,7.809,42.65,106.77,3.264,10.4365,1.3221,5.1361,1.3715,8.0175,6.0168,1.0328,30.34,33.08
638,2008-06-12,1.0704,1.6392,1.023,6.907,4.837,0.6486,0.5137,7.8159,42.7,107.94,3.2685,10.389,1.333,5.21,1.3796,8.12,6.088,1.0441,30.39,33.09
639,2008-06-13,1.065,1.6316,1.0282,6.9044,4.8519,0.6507,0.5129,7.8155,42.86,107.92,3.2705,10.3665,1.3326,5.238,1.3802,8.12,6.0954,1.0485,30.44,33.13
640,2008-06-16,1.0634,1.6249,1.021,6.8911,4.82,0.6463,0.5092,7.8083,42.93,108.19,3.272,10.3341,1.3284,5.1813,1.3725,8.098,6.0387,1.0435,30.38,33.24
641,2008-06-17,1.0607,1.6128,1.0201,6.8954,4.8064,0.6444,0.5117,7.8093,42.86,108.03,3.2405,10.317,1.3261,5.1859,1.3682,8.0125,6.03,1.0428,30.33,33.15
642,2008-06-18,1.0592,1.6088,1.0186,6.8821,4.8119,0.6451,0.511,7.8061,42.8,108.05,3.255,10.294,1.3224,5.1812,1.37,8.0181,6.0506,1.0413,30.38,33.26
643,2008-06-19,1.0527,1.6036,1.013,6.877,4.8106,0.6451,0.5069,7.8068,42.91,107.95,3.26,10.318,1.3125,5.182,1.369,7.963,6.0588,1.0457,30.39,33.41
644,2008-06-20,1.0482,1.6018,1.0173,6.8796,4.7725,0.64,0.5067,7.8057,42.86,107.42,3.2615,10.2735,1.311,5.1433,1.3645,7.9905,6.0162,1.0345,30.42,33.3
645,2008-06-23,1.0519,1.6137,1.0161,6.874,4.8141,0.6455,0.51,7.8073,42.97,107.89,3.264,10.297,1.3221,5.1665,1.3687,8.06,6.0654,1.0474,30.44,33.43
646,2008-06-24,1.0446,1.603,1.0135,6.8699,4.7839,0.6414,0.5074,7.807,42.75,107.76,3.2545,10.2925,1.3168,5.1061,1.3656,7.9925,6.0363,1.0384,30.4,33.5
647,2008-06-25,1.0482,1.5996,1.0134,6.8653,4.7897,0.6423,0.5083,7.807,42.73,108.29,3.262,10.2895,1.3222,5.1072,1.3698,7.895,6.0393,1.0424,30.33,33.57
648,2008-06-26,1.0446,1.5925,1.0121,6.863,4.7394,0.6354,0.5032,7.8051,42.6,107.29,3.2568,10.2721,1.3212,5.0558,1.3651,7.886,5.9777,1.0274,30.39,33.53
649,2008-06-27,1.0406,1.6038,1.012,6.8618,4.7343,0.635,0.5016,7.8023,42.78,106.28,3.26,10.3011,1.312,5.0653,1.3632,7.9075,5.9813,1.0205,30.37,33.51
650,2008-06-30,1.0458,1.5945,1.0185,6.8591,4.734,0.635,0.5024,7.797,42.93,106.17,3.2665,10.3035,1.3142,5.0899,1.3608,7.8035,6.0208,1.0202,30.36,33.37
651,2008-07-01,1.0488,1.609,1.022,6.8608,4.726,0.6338,0.5018,7.7992,43.23,105.73,3.2785,10.385,1.3215,5.0695,1.3617,7.9151,5.9874,1.0183,30.37,33.4
652,2008-07-02,1.038,1.6003,1.0127,6.8542,4.6991,0.6302,0.5019,7.7979,43.15,105.87,3.269,10.371,1.3129,5.0604,1.3574,7.841,5.969,1.0151,30.38,33.36
653,2008-07-03,1.0412,1.6061,1.0204,6.8529,4.7472,0.6366,0.5044,7.7978,43.17,106.79,3.265,10.3695,1.3221,5.0957,1.3628,7.71,5.9876,1.0273,30.43,33.34
654,2008-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
655,2008-07-07,1.0492,1.5999,1.0174,6.8567,4.7658,0.6391,0.5077,7.8026,43.29,107.55,3.264,10.3216,1.3298,5.1008,1.365,7.72,6.0087,1.0328,30.38,33.62
656,2008-07-08,1.049,1.611,1.0205,6.851,4.764,0.6389,0.508,7.8022,43.23,107.35,3.252,10.3385,1.3307,5.1357,1.3651,7.752,6.028,1.0324,30.38,33.66
657,2008-07-09,1.0433,1.6067,1.0108,6.8632,4.7376,0.6352,0.5047,7.8027,43.02,107.12,3.242,10.3035,1.3137,5.1044,1.3583,7.68,6.0026,1.0301,30.4,33.6
658,2008-07-10,1.0394,1.6082,1.0103,6.843,4.7299,0.6341,0.5056,7.803,42.94,107.03,3.2365,10.3051,1.3196,5.1137,1.3605,7.7227,5.9991,1.0282,30.43,33.66
659,2008-07-11,1.0337,1.603,1.0093,6.8338,4.6917,0.629,0.5026,7.8039,42.8,106.14,3.2315,10.3085,1.3139,5.0649,1.3561,7.6925,5.956,1.0179,30.38,33.6
660,2008-07-14,1.0287,1.5928,1.006,6.845,4.6882,0.6284,0.5019,7.8037,42.8,106.18,3.2255,10.2955,1.3094,5.0565,1.3527,7.6465,5.96,1.0162,30.4,33.65
661,2008-07-15,1.0207,1.5935,1.0015,6.8211,4.6837,0.628,0.4991,7.7967,43.12,104.78,3.215,10.3215,1.2952,5.051,1.3472,7.6401,5.9611,1.0089,30.38,33.43
662,2008-07-16,1.0245,1.5954,1.002,6.8104,4.7049,0.631,0.5001,7.799,43.05,104.64,3.225,10.2593,1.2955,5.092,1.348,7.608,6.0066,1.0148,30.35,33.45
663,2008-07-17,1.0256,1.5877,1.0018,6.8189,4.7028,0.6305,0.4991,7.7976,42.7,105.82,3.2327,10.2235,1.3055,5.0734,1.3507,7.535,5.9636,1.0197,30.35,33.43
664,2008-07-18,1.028,1.5898,1.0053,6.8168,4.7035,0.6307,0.5004,7.7968,42.66,106.75,3.2342,10.203,1.3113,5.0802,1.3512,7.603,5.9584,1.0207,30.32,33.32
665,2008-07-21,1.0257,1.5842,1.0019,6.8271,4.6994,0.6298,0.5005,7.7971,42.57,106.74,3.2327,10.171,1.3161,5.0687,1.3522,7.557,5.9532,1.0207,30.34,33.33
666,2008-07-22,1.0293,1.5841,1.0083,6.8248,4.7186,0.6325,0.5015,7.7959,42.65,107.11,3.235,10.1259,1.3149,5.096,1.3578,7.492,5.9905,1.0283,30.34,33.35
667,2008-07-23,1.0378,1.5838,1.0088,6.8279,4.7501,0.6366,0.4995,7.7993,42.05,107.68,3.238,10.047,1.3303,5.1548,1.3643,7.5325,6.0233,1.0372,30.39,33.41
668,2008-07-24,1.0449,1.5775,1.0114,6.8292,4.7641,0.6387,0.5042,7.7988,42.1,107.62,3.255,10.0265,1.3483,5.1719,1.3616,7.642,6.04,1.039,30.43,33.43
669,2008-07-25,1.0458,1.5728,1.0167,6.8189,4.7549,0.6375,0.503,7.8,41.1,107.89,3.268,10.0255,1.3479,5.1427,1.3607,7.5725,6.0375,1.0386,30.45,33.43
670,2008-07-28,1.0448,1.5752,1.022,6.8332,4.7383,0.635,0.5014,7.8002,42.52,107.49,3.265,10.074,1.3421,5.1289,1.3626,7.5,6.0056,1.0332,30.4,33.46
671,2008-07-29,1.0517,1.5715,1.026,6.8264,4.7854,0.6415,0.5049,7.8022,42.56,108.19,3.265,10.062,1.358,5.1779,1.3678,7.396,6.0793,1.0454,30.48,33.45
672,2008-07-30,1.06,1.5605,1.024,6.8272,4.7956,0.6427,0.5048,7.8036,42.28,108.17,3.261,10.0345,1.3613,5.1562,1.3681,7.383,6.0615,1.0484,30.61,33.49
673,2008-07-31,1.0621,1.566,1.0261,6.8388,4.7858,0.6415,0.5049,7.8017,42.47,108.1,3.2565,10.0345,1.3624,5.1323,1.3676,7.3105,6.0532,1.0489,30.72,33.48
674,2008-08-01,1.0733,1.558,1.0251,6.8423,4.7916,0.6424,0.5065,7.8046,42.26,107.59,3.26,9.972,1.3759,5.1374,1.3725,7.2615,6.078,1.048,30.75,33.53
675,2008-08-04,1.0754,1.5683,1.0355,6.8471,4.792,0.6423,0.51,7.8036,42.45,108.23,3.2668,9.9355,1.3708,5.136,1.3732,7.235,6.0757,1.0492,30.7,33.48
676,2008-08-05,1.0921,1.5734,1.0425,6.8501,4.8226,0.6465,0.512,7.8043,42.15,108.2,3.2825,9.9166,1.378,5.1903,1.3797,7.38,6.1048,1.0548,30.74,33.58
677,2008-08-06,1.1016,1.5801,1.047,6.8482,4.8419,0.649,0.5134,7.805,42.01,109.39,3.2755,9.9518,1.393,5.208,1.3821,7.4325,6.109,1.0602,30.74,33.58
678,2008-08-07,1.1014,1.5897,1.051,6.8555,4.863,0.6518,0.5144,7.8045,42.05,109.44,3.2895,10.007,1.3986,5.2134,1.3923,7.487,6.1147,1.0617,31.04,33.55
679,2008-08-08,1.1217,1.6107,1.0677,6.8604,4.9561,0.6646,0.521,7.8126,42.05,110.09,3.312,10.1261,1.4184,5.348,1.4037,7.6945,6.2419,1.0801,31.25,33.64
680,2008-08-11,1.1275,1.6089,1.0673,6.8577,4.987,0.6685,0.5224,7.8081,42.06,110.08,3.3185,10.136,1.4261,5.35,1.4115,7.745,6.279,1.0828,31.12,33.69
681,2008-08-12,1.1419,1.6223,1.0641,6.8659,5.0049,0.6709,0.5262,7.8074,42.34,109.78,3.3195,10.1671,1.4308,5.3792,1.4084,7.82,6.2987,1.088,31.13,33.62
682,2008-08-13,1.1527,1.624,1.0658,6.8601,5.0073,0.6714,0.5353,7.8083,42.55,108.71,3.3245,10.2055,1.4353,5.389,1.4032,7.8975,6.2883,1.0855,31.22,33.63
683,2008-08-14,1.1482,1.6225,1.0621,6.86,5.0203,0.6731,0.5343,7.8097,43,109.75,3.335,10.168,1.4296,5.3707,1.41,7.8405,6.303,1.0911,31.25,33.68
684,2008-08-15,1.1526,1.6361,1.0609,6.8649,5.0763,0.6805,0.5362,7.8142,42.8,110.48,3.349,10.2045,1.4174,5.4214,1.417,7.8801,6.3661,1.096,31.36,33.8
685,2008-08-18,1.1478,1.6303,1.0603,6.8705,5.0634,0.6789,0.5355,7.8124,43.49,110.07,3.33,10.1411,1.4037,5.4079,1.4133,7.7181,6.3458,1.0959,31.31,33.81
686,2008-08-19,1.1481,1.638,1.0606,6.8599,5.0575,0.6782,0.536,7.8108,43.51,109.68,3.336,10.1885,1.4039,5.3911,1.4158,7.795,6.3784,1.0927,31.43,34.07
687,2008-08-20,1.1478,1.624,1.0627,6.8529,5.0727,0.6802,0.5375,7.8089,43.61,109.98,3.334,10.14,1.4061,5.4084,1.4145,7.755,6.387,1.1008,31.4,34.13
688,2008-08-21,1.1383,1.6135,1.0454,6.8405,5.0142,0.6723,0.5331,7.8063,43.43,108.35,3.3305,10.106,1.3922,5.3281,1.4071,7.66,6.2983,1.0862,31.26,33.9
689,2008-08-22,1.1509,1.6184,1.0456,6.8333,5.0395,0.6757,0.5393,7.8059,43.32,109.88,3.339,10.1167,1.4073,5.3614,1.4102,7.6575,6.32,1.097,31.36,33.92
690,2008-08-25,1.1526,1.6269,1.0463,6.848,5.0387,0.6755,0.538,7.8076,43.68,109.11,3.3755,10.121,1.4102,5.352,1.4153,7.725,6.3244,1.0926,31.42,34.1
691,2008-08-26,1.1681,1.639,1.0486,6.78,5.0874,0.6821,0.5439,7.807,43.74,109.83,3.3961,10.1781,1.4351,5.409,1.4255,7.7995,6.3914,1.1004,31.54,34.23
692,2008-08-27,1.1692,1.622,1.0483,6.807,5.0784,0.681,0.5459,7.8074,43.62,109.72,3.381,10.142,1.4323,5.3835,1.4194,7.773,6.408,1.1009,31.52,34.01
693,2008-08-28,1.1604,1.6265,1.0527,6.8405,5.078,0.681,0.5475,7.8068,43.65,109.56,3.383,10.2035,1.4247,5.3871,1.4185,7.71,6.4212,1.0994,31.54,34.06
694,2008-08-29,1.1678,1.6349,1.0631,6.8252,5.084,0.6817,0.5498,7.8036,43.25,108.69,3.392,10.297,1.4304,5.4241,1.4167,7.7004,6.4399,1.1019,31.55,34.2
695,2008-09-01,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
696,2008-09-02,1.1962,1.6573,1.0698,6.8215,5.1337,0.6886,0.5601,7.8067,44.4,108.85,3.414,10.385,1.4573,5.4948,1.4308,7.7725,6.5066,1.107,31.83,34.35
697,2008-09-03,1.1973,1.6741,1.061,6.8429,5.1456,0.6902,0.562,7.8076,43.95,108.18,3.437,10.3803,1.4607,5.528,1.435,7.883,6.54,1.1055,31.79,34.42
698,2008-09-04,1.2051,1.6968,1.064,6.851,5.1921,0.6964,0.5653,7.808,44.26,107.76,3.447,10.4625,1.4719,5.5657,1.436,7.9425,6.5897,1.1094,31.84,34.43
699,2008-09-05,1.2335,1.7339,1.0637,6.84,5.2241,0.7006,0.5654,7.8094,44.63,106.96,3.4595,10.4965,1.5008,5.6066,1.4346,7.99,6.6271,1.111,31.86,34.56
