,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - RENMINBI/US$,DENMARK - DANISH KRONE/US$,EURO AREA - EURO/US$,GREAT BRITAIN - GREAT BRITAIN POUND/US$,HONG KONG - HONG KONG DOLLAR/US$,INDIA - INDIAN RUPEE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,MEXICO - MEXICAN PESO/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$,NORWAY - NORWEGIAN KRONE/US$,SINGAPORE - SINGAPORE DOLLAR/US$,SOUTH AFRICA - RAND/US$,SWEDEN - KRONA/US$,SWITZERLAND - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILAND - BAHT/US$
0,2006-01-02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1,2006-01-03,1.3552,2.3362,1.1571,8.069,6.231,0.8348,0.5747,7.7538,44.936,116.35,3.7789,10.6449,1.4677,6.6424,1.6521,6.2329,7.8097,1.2938,32.59,40.76
2,2006-01-04,1.3396,2.302,1.1515,8.0702,6.1713,0.8271,0.5686,7.7533,44.73,116.31,3.7748,10.5872,1.4529,6.5522,1.645,6.1625,7.7249,1.2801,32.29,40.43
3,2006-01-05,1.3365,2.281,1.1619,8.0678,6.1643,0.8264,0.5693,7.7534,44.6,115.96,3.7659,10.591,1.4545,6.5583,1.6466,6.148,7.7092,1.277,31.96,40.26
4,2006-01-06,1.3284,2.2875,1.165,8.0663,6.1375,0.8232,0.5651,7.7531,44.32,114.45,3.7555,10.562,1.4474,6.5242,1.6384,6.087,7.6629,1.2695,32.15,39.83
5,2006-01-09,1.3303,2.26,1.1691,8.0665,6.1814,0.8289,0.5667,7.7507,44.2,114.66,3.7485,10.558,1.4447,6.5742,1.6362,6.075,7.7165,1.2794,31.9,39.73
6,2006-01-10,1.3351,2.2564,1.1628,8.061,6.1831,0.829,0.5667,7.7506,44.14,114.64,3.7485,10.6026,1.4422,6.6249,1.6343,6.114,7.7525,1.2805,31.98,39.79
7,2006-01-11,1.3231,2.272,1.1579,8.0682,6.1453,0.8241,0.5668,7.7509,43.89,113.96,3.7503,10.608,1.4343,6.6183,1.628,6.0575,7.6956,1.2734,32.07,39.66
8,2006-01-12,1.3312,2.2616,1.1624,8.0685,6.1984,0.8309,0.5678,7.7511,43.99,114.31,3.7418,10.5655,1.4426,6.6932,1.6261,6.05,7.7304,1.2859,31.83,39.42
9,2006-01-13,1.3271,2.2652,1.1612,8.0698,6.1634,0.8262,0.5645,7.7513,44.1,114.43,3.7423,10.574,1.4335,6.6413,1.6285,6.005,7.6967,1.2799,31.94,39.49
10,2006-01-16,1.3259,2.2747,1.1578,8.0627,6.1585,0.8252,0.5662,7.7537,44.17,114.98,3.7445,10.554,1.4335,6.6617,1.6355,5.9866,7.7135,1.2796,31.92,39.651
11,2006-01-17,1.3303,2.2945,1.1642,8.0676,6.1787,0.8283,0.5673,7.7535,44.23,115.83,3.749,10.547,1.4486,6.7049,1.6355,6.032,7.7103,1.2833,31.95,39.75
12,2006-01-18,1.3355,2.323,1.1726,8.0685,6.1748,0.8276,0.5675,7.7533,44.29,115.35,3.7555,10.572,1.4556,6.7483,1.6298,6.055,7.7155,1.2823,32.12,39.42
13,2006-01-19,1.3389,2.331,1.1662,8.0687,6.1627,0.8258,0.5676,7.7535,44.14,115.07,3.7545,10.553,1.4738,6.7119,1.6296,5.9889,7.7157,1.2822,32.13,39.24
14,2006-01-20,1.3387,2.278,1.1531,8.0596,6.1666,0.8264,0.5662,7.7545,44.1,115.42,3.744,10.522,1.4741,6.6739,1.627,5.995,7.6893,1.2826,32.1,39.15
15,2006-01-23,1.3293,2.257,1.1511,8.0645,6.0775,0.8146,0.5605,7.7541,44.1,114.67,3.75,10.5215,1.4622,6.5539,1.6208,5.995,7.5385,1.2605,31.94,39.14
16,2006-01-24,1.3305,2.236,1.1547,8.0625,6.0714,0.8139,0.5591,7.7554,44.19,114.54,3.7485,10.505,1.4665,6.5412,1.6217,6.032,7.5429,1.2595,31.94,39.31
17,2006-01-25,1.3271,2.243,1.148,8.063,6.0911,0.8162,0.5595,7.7566,44.08,115.73,3.75,10.498,1.4599,6.5635,1.6206,6.0325,7.5668,1.2636,31.97,39.07
18,2006-01-26,1.3277,2.2304,1.1502,8.062,6.1025,0.8177,0.5609,7.7561,44,116.27,3.748,10.5025,1.4601,6.6031,1.624,6.1112,7.5645,1.2684,31.96,38.93
19,2006-01-27,1.3301,2.2045,1.147,8.0608,6.1525,0.8244,0.5639,7.7565,44,117.16,3.751,10.4555,1.4624,6.6627,1.625,6.125,7.6098,1.2798,31.94,39
20,2006-01-30,1.3339,2.2075,1.1443,8.0608,6.1718,0.8271,0.5654,7.7571,44.04,117.55,3.751,10.4369,1.4663,6.7286,1.6296,6.1395,7.64,1.2864,31.97,39.1
21,2006-01-31,1.3207,2.2094,1.1436,8.0608,6.1377,0.8225,0.5612,7.7561,43.96,116.88,3.751,10.44,1.4584,6.6537,1.6219,6.082,7.6029,1.2784,31.97,38.89
22,2006-02-01,1.3259,2.217,1.1401,8.0616,6.173,0.827,0.5624,7.7569,44.13,117.85,3.7495,10.4315,1.4588,6.6775,1.6285,6.112,7.6487,1.2841,31.97,39.26
23,2006-02-02,1.3249,2.225,1.1432,8.0616,6.1677,0.8264,0.5616,7.7564,44.16,118.26,3.7485,10.487,1.4507,6.6416,1.6325,6.085,7.6718,1.2845,31.98,39.36
24,2006-02-03,1.3349,2.2184,1.147,8.0616,6.2106,0.8319,0.5673,7.757,44.14,118.95,3.7455,10.491,1.4558,6.6906,1.635,6.0975,7.7128,1.2944,32.08,39.41
25,2006-02-06,1.3466,2.1845,1.1455,8.056,6.2386,0.8354,0.5727,7.7579,44.14,118.94,3.7409,10.459,1.4676,6.7237,1.6278,6.1115,7.77,1.3011,32.08,39.41
26,2006-02-07,1.3448,2.1901,1.149,8.0566,6.235,0.8351,0.5733,7.759,44.15,118.01,3.7348,10.4775,1.4652,6.714,1.628,6.1525,7.7684,1.2982,32.22,39.55
27,2006-02-08,1.3526,2.1952,1.1535,8.0545,6.2564,0.8379,0.5745,7.7618,44.17,118.69,3.735,10.5286,1.4751,6.7335,1.633,6.22,7.768,1.3032,32.34,39.7
28,2006-02-09,1.3521,2.17,1.1455,8.0558,6.2409,0.8359,0.5743,7.7613,44.1,118.66,3.73,10.475,1.476,6.7057,1.6285,6.142,7.7445,1.301,32.41,39.57
29,2006-02-10,1.3552,2.1632,1.1543,8.0516,6.2619,0.8389,0.5729,7.759,44.1,117.64,3.73,10.508,1.4721,6.7765,1.6247,6.14,7.7873,1.3049,32.26,39.15
30,2006-02-13,1.3521,2.1519,1.1548,8.0472,6.2703,0.84,0.5735,7.7594,44.17,117.63,3.723,10.5085,1.471,6.8107,1.6282,6.159,7.8533,1.3074,32.37,39.22
31,2006-02-14,1.3534,2.1375,1.1546,8.0477,6.2751,0.8407,0.5766,7.7604,44.15,117.43,3.723,10.5125,1.4843,6.849,1.6276,6.141,7.8439,1.3097,32.29,39.32
32,2006-02-15,1.3508,2.1295,1.1541,8.0481,6.2817,0.8415,0.5747,7.7612,44.15,117.93,3.722,10.5226,1.4789,6.847,1.6283,6.0725,7.8432,1.3107,32.35,39.36
33,2006-02-16,1.355,2.116,1.1577,8.0494,6.2832,0.8416,0.5762,7.7603,44.25,117.91,3.724,10.513,1.4948,6.8071,1.6353,6.0639,7.903,1.3127,32.4,39.28
34,2006-02-17,1.3541,2.117,1.1522,8.0493,6.2706,0.8399,0.5746,7.7604,44.33,118.43,3.723,10.4525,1.4984,6.7697,1.6333,6.0248,7.8654,1.3123,32.38,39.31
35,2006-02-20,1.3496,2.117,1.148,8.0448,6.2459,0.837,0.573,7.7605,44.341,118.24,3.718,10.4364,1.4932,6.741,1.6291,6.0294,7.8415,1.3065,32.39,39.33
36,2006-02-21,1.3524,2.124,1.1464,8.0485,6.2645,0.8395,0.5732,7.761,44.36,118.85,3.7208,10.443,1.5099,6.7533,1.6302,6.0425,7.8816,1.3082,32.44,39.3
37,2006-02-22,1.3581,2.143,1.1482,8.0497,6.2673,0.84,0.5739,7.7611,44.54,118.51,3.7195,10.4885,1.5179,6.7763,1.6312,6.085,7.875,1.3114,32.65,39.52
38,2006-02-23,1.3519,2.1375,1.1512,8.0477,6.2563,0.8387,0.5707,7.7587,44.36,117,3.713,10.505,1.5097,6.7412,1.6247,6.088,7.89,1.3083,32.51,39.21
39,2006-02-24,1.3515,2.1293,1.152,8.0432,6.2782,0.8416,0.5731,7.758,44.35,116.87,3.7153,10.476,1.5083,6.7685,1.6235,6.115,7.9213,1.3158,32.48,39.36
40,2006-02-27,1.3537,2.1485,1.1418,8.042,6.2888,0.8432,0.5744,7.758,44.41,115.97,3.7135,10.466,1.5129,6.7655,1.6217,6.176,7.9656,1.3201,32.45,39.14
41,2006-02-28,1.3459,2.118,1.1379,8.0415,6.2559,0.8386,0.5702,7.7584,44.21,115.82,3.7135,10.4542,1.5074,6.7474,1.6211,6.1629,7.9154,1.3111,32.4,39.09
42,2006-03-01,1.3461,2.12,1.1365,8.039,6.2705,0.8404,0.5723,7.7574,44.35,116.18,3.7115,10.462,1.5078,6.7287,1.6186,6.1785,7.9455,1.3165,32.28,38.85
43,2006-03-02,1.3408,2.1141,1.132,8.0394,6.2152,0.8331,0.5717,7.7574,44.18,116.07,3.7093,10.525,1.5035,6.6878,1.6145,6.136,7.889,1.3041,32.3,38.62
44,2006-03-03,1.3441,2.122,1.1352,8.038,6.2034,0.8314,0.5704,7.7587,44.09,116.46,3.7055,10.5775,1.502,6.653,1.6206,6.2035,7.8605,1.299,32.35,38.86
45,2006-03-06,1.3497,2.119,1.1401,8.0382,6.2152,0.8332,0.5717,7.7587,44.18,117.46,3.7063,10.609,1.5218,6.6446,1.6282,6.2323,7.8709,1.3002,32.43,38.76
46,2006-03-07,1.3631,2.1667,1.1468,8.0425,6.2741,0.8412,0.576,7.7607,44.24,117.76,3.7093,10.697,1.5427,6.7163,1.6318,6.2775,7.9604,1.3126,32.51,39.01
47,2006-03-08,1.3663,2.1933,1.1575,8.0476,6.2608,0.8393,0.5761,7.7609,44.36,117.9,3.7172,10.775,1.5408,6.7333,1.631,6.325,7.9299,1.3088,32.52,39.14
48,2006-03-09,1.3598,2.165,1.1593,8.048,6.2571,0.8389,0.5758,7.7608,44.3,117.96,3.725,10.707,1.5423,6.734,1.6293,6.26,7.8913,1.3136,32.48,39.12
49,2006-03-10,1.368,2.1485,1.1605,8.0492,6.2748,0.8413,0.5795,7.762,44.31,119.07,3.724,10.7031,1.5586,6.7073,1.6278,6.2455,7.8836,1.3201,32.47,39.1
50,2006-03-13,1.365,2.132,1.1616,8.0505,6.2471,0.8374,0.5777,7.759,44.38,119.01,3.718,10.7185,1.5605,6.6732,1.6267,6.258,7.8531,1.3141,32.5,39.14
51,2006-03-14,1.3583,2.1231,1.1548,8.0473,6.2043,0.8316,0.5721,7.7578,44.37,117.36,3.7135,10.686,1.5659,6.6183,1.6215,6.2225,7.796,1.3008,32.38,39.13
52,2006-03-15,1.355,2.1256,1.1553,8.0374,6.1948,0.8302,0.5727,7.7583,44.11,117.3,3.704,10.67,1.5504,6.6231,1.6188,6.1875,7.7855,1.2999,32.35,39.14
53,2006-03-16,1.3605,2.103,1.154,8.0385,6.133,0.823,0.5697,7.757,44.29,117.13,3.704,10.621,1.5681,6.5869,1.6178,6.181,7.697,1.2931,32.44,39.06
54,2006-03-17,1.3716,2.1207,1.1587,8.0286,6.1174,0.8199,0.5692,7.7573,44.26,115.89,3.704,10.7,1.5768,6.539,1.617,6.2075,7.6491,1.2893,32.38,38.94
55,2006-03-20,1.3845,2.1349,1.1627,8.025,6.133,0.8218,0.5694,7.7585,44.25,116.25,3.7033,10.744,1.5985,6.5276,1.6143,6.2711,7.6703,1.2911,32.38,38.7
56,2006-03-21,1.3966,2.1557,1.1647,8.0272,6.176,0.8279,0.5728,7.7594,44.29,117.23,3.699,10.798,1.6064,6.5838,1.6196,6.335,7.7559,1.3038,32.46,38.84
57,2006-03-22,1.3881,2.1594,1.1651,8.0306,6.1687,0.8268,0.572,7.7599,44.36,116.72,3.692,10.871,1.5924,6.5732,1.6158,6.3276,7.7406,1.3024,32.51,38.92
58,2006-03-23,1.3996,2.154,1.1657,8.0274,6.2242,0.8344,0.5758,7.7591,44.43,117.6,3.69,10.8555,1.6023,6.6488,1.6188,6.2975,7.8028,1.3159,32.57,39.06
59,2006-03-24,1.4071,2.152,1.1675,8.0338,6.1999,0.831,0.5738,7.7591,44.49,117.5,3.6965,10.858,1.6345,6.6237,1.6195,6.27,7.773,1.3099,32.62,39.06
60,2006-03-27,1.4172,2.201,1.1685,8.0245,6.2102,0.8323,0.5724,7.759,44.58,116.62,3.6925,10.939,1.6493,6.6231,1.6191,6.2835,7.7819,1.3092,32.56,38.84
61,2006-03-28,1.4112,2.2233,1.1696,8.0212,6.1779,0.828,0.5715,7.759,44.49,117.23,3.6945,10.942,1.6559,6.5691,1.6194,6.2615,7.7599,1.3005,32.6,38.91
62,2006-03-29,1.4168,2.2175,1.1722,8.028,6.2027,0.8313,0.5762,7.7598,44.53,117.8,3.696,10.9475,1.657,6.6262,1.621,6.31,7.8385,1.3091,32.55,38.91
63,2006-03-30,1.4006,2.191,1.1628,8.027,6.1505,0.8243,0.5731,7.7595,44.45,117.41,3.6945,10.9295,1.6383,6.5625,1.6177,6.1815,7.7509,1.2989,32.49,38.83
64,2006-03-31,1.3957,2.172,1.167,8.0167,6.1467,0.8238,0.5749,7.7597,44.48,117.48,3.6821,10.898,1.6223,6.546,1.6157,6.15,7.7653,1.3025,32.42,38.84
65,2006-04-03,1.3933,2.143,1.1718,8.021,6.1548,0.8248,0.5751,7.7598,44.39,117.82,3.6818,10.856,1.6265,6.5142,1.6156,6.1095,7.758,1.3044,32.54,38.81
66,2006-04-04,1.3883,2.13,1.1662,8.0194,6.0883,0.8158,0.5695,7.7591,44.58,117.44,3.681,10.8665,1.6437,6.419,1.6091,6.025,7.6444,1.2898,32.42,38.49
67,2006-04-05,1.3768,2.129,1.1619,8.0116,6.0804,0.8149,0.5715,7.7589,44.42,117.59,3.6728,10.94,1.6289,6.434,1.6071,6.028,7.6213,1.2857,32.43,38.22
68,2006-04-06,1.3671,2.1355,1.1532,8.0098,6.1086,0.8186,0.5713,7.7579,44.49,117.72,3.6708,11.0785,1.6271,6.457,1.6074,6.061,7.6323,1.2913,32.28,38.23
69,2006-04-07,1.3738,2.139,1.1464,8.013,6.1636,0.8258,0.5745,7.7557,44.46,118.31,3.6698,11.16,1.6383,6.495,1.606,6.142,7.7111,1.3029,32.28,38.12
70,2006-04-10,1.3732,2.1483,1.1466,8.004,6.171,0.8271,0.5745,7.7564,44.66,118.66,3.668,11.0875,1.6437,6.489,1.6078,6.15,7.7476,1.3043,32.36,37.98
71,2006-04-11,1.3648,2.1485,1.1457,8.0045,6.1526,0.8247,0.5725,7.7589,44.68,118.61,3.668,11.072,1.638,6.4533,1.6151,6.118,7.6819,1.2997,32.4,38
72,2006-04-12,1.3671,2.1385,1.1479,8.0115,6.162,0.826,0.5712,7.7582,45.09,118.47,3.672,11.053,1.6265,6.4843,1.6121,6.1125,7.7091,1.2995,32.52,38.06
73,2006-04-13,1.3727,2.138,1.1514,8.0248,6.1626,0.826,0.5705,7.7575,45.05,118.42,3.6775,11.1001,1.6108,6.4893,1.608,6.1475,7.6969,1.2979,32.45,38.06
74,2006-04-14,1.3719,2.139,1.1513,8.0175,6.1638,0.826,0.5711,7.7569,45.02,118.65,3.671,11.095,1.6181,6.4998,1.608,6.1125,7.6934,1.299,32.48,38.05
75,2006-04-17,1.3559,2.1339,1.1452,8.0158,6.083,0.8152,0.5645,7.7565,44.97,117.68,3.6705,11.083,1.6015,6.416,1.6016,6.07,7.579,1.2776,32.42,37.95
76,2006-04-18,1.3541,2.128,1.1421,8.014,6.0795,0.8147,0.563,7.7556,45.08,117.75,3.6705,10.9875,1.5929,6.4048,1.6008,6.0215,7.5842,1.2759,32.44,37.85
77,2006-04-19,1.3396,2.12,1.1367,8.0128,6.0433,0.81,0.5588,7.7539,45.01,117.58,3.668,10.998,1.5788,6.3109,1.5974,6,7.5257,1.2705,32.36,37.78
78,2006-04-20,1.3557,2.1235,1.1386,8.011,6.0534,0.8113,0.5618,7.7544,45.06,117.49,3.6605,11.027,1.5946,6.3291,1.598,6.0675,7.5335,1.2776,32.3,37.8
79,2006-04-21,1.3434,2.1199,1.1372,8.0165,6.0418,0.8104,0.5613,7.7542,45.05,116.91,3.658,11.0715,1.578,6.354,1.596,5.985,7.5575,1.2751,32.3,37.81
80,2006-04-24,1.3434,2.1154,1.1373,8.0163,6.0279,0.8082,0.5606,7.753,44.86,114.93,3.6523,11.069,1.584,6.3438,1.5865,6.06,7.55,1.2701,31.98,37.53
81,2006-04-25,1.3412,2.1195,1.1317,8.01,6.0106,0.8057,0.5594,7.7537,44.88,114.83,3.6415,11.085,1.6,6.3243,1.5885,6.0775,7.5177,1.2687,31.94,37.6
82,2006-04-26,1.3271,2.119,1.1271,8.0163,5.9848,0.8023,0.5588,7.7548,45.04,114.72,3.64,11.1595,1.5805,6.2507,1.5869,6.166,7.4795,1.2675,32.05,37.69
83,2006-04-27,1.3221,2.104,1.1235,8.0205,5.9564,0.7984,0.5552,7.7544,44.84,114.02,3.632,11.099,1.5803,6.2116,1.5835,6.15,7.4291,1.2611,31.91,37.5
84,2006-04-28,1.317,2.09,1.1203,8.0165,5.9076,0.7921,0.5488,7.7529,44.86,113.79,3.6255,11.089,1.5704,6.1645,1.5809,6.0185,7.3579,1.2411,31.9,37.51
85,2006-05-01,1.3146,2.0785,1.113,8.0165,5.914,0.7932,0.5469,7.7527,44.77,113.06,3.6255,11.0525,1.5681,6.1642,1.5787,5.9985,7.361,1.2386,31.9,37.4
86,2006-05-02,1.3104,2.068,1.1069,8.0165,5.8973,0.7909,0.5436,7.7536,44.82,113.26,3.6148,11.012,1.5601,6.1455,1.578,6.0375,7.3929,1.2345,31.72,37.55
87,2006-05-03,1.2968,2.0685,1.1072,8.01,5.8993,0.7912,0.5421,7.7526,44.81,113.44,3.608,10.964,1.5564,6.1265,1.572,6.047,7.3632,1.2351,31.57,37.69
88,2006-05-04,1.2943,2.0635,1.1066,8.0114,5.8786,0.7884,0.541,7.7521,44.81,113.46,3.614,10.971,1.5559,6.118,1.5764,6.041,7.3434,1.2297,31.63,37.71
89,2006-05-05,1.2975,2.0549,1.1071,8.0114,5.855,0.7854,0.538,7.7518,44.85,112.45,3.605,10.9485,1.5593,6.1182,1.571,6.0457,7.3156,1.2257,31.6,37.62
90,2006-05-08,1.2992,2.0605,1.1116,8.007,5.8626,0.7862,0.5381,7.751,44.82,111.55,3.592,10.946,1.58,6.1249,1.5674,6.0575,7.321,1.2276,31.32,37.51
91,2006-05-09,1.2947,2.06,1.1022,8.0042,5.8484,0.7845,0.5367,7.7517,44.84,111.31,3.588,10.933,1.5924,6.1129,1.5673,6.042,7.3002,1.2223,31.49,37.58
92,2006-05-10,1.2882,2.0555,1.1005,8.0032,5.8251,0.7813,0.5363,7.7517,44.84,110.55,3.58,10.841,1.5931,6.0712,1.5632,6.044,7.2867,1.2186,31.28,37.59
93,2006-05-11,1.2852,2.0925,1.0989,8.0038,5.8024,0.7779,0.5307,7.7526,44.88,110.26,3.58,10.865,1.5833,6.0266,1.563,6.0425,7.2857,1.2106,31.45,37.63
94,2006-05-12,1.294,2.134,1.1085,8.0056,5.7841,0.7759,0.5288,7.7532,44.89,110.49,3.5825,11.0525,1.5896,6.0142,1.5686,6.2375,7.2632,1.202,31.35,37.9
95,2006-05-15,1.3111,2.168,1.1142,8.003,5.8118,0.7797,0.5309,7.7531,45.37,110.21,3.61,11.1465,1.6062,6.0672,1.5825,6.4015,7.3148,1.2087,31.59,38.24
96,2006-05-16,1.3062,2.1446,1.1112,8.0005,5.8171,0.7802,0.5314,7.7531,45.05,110.07,3.6,11.054,1.6023,6.1125,1.5772,6.375,7.3308,1.2118,31.75,38.02
97,2006-05-17,1.3168,2.187,1.1116,8.002,5.8588,0.786,0.5313,7.7534,44.69,110.6,3.575,11.1525,1.6163,6.1402,1.5753,6.41,7.3748,1.2178,31.53,38.07
98,2006-05-18,1.3068,2.2045,1.1209,8.0095,5.8242,0.7816,0.5297,7.7541,45.26,110.89,3.604,11.224,1.6044,6.1034,1.5783,6.47,7.3134,1.2123,31.84,38.1
99,2006-05-19,1.3212,2.2,1.1232,8.0175,5.8473,0.7843,0.5332,7.7554,45.35,111.76,3.61,11.186,1.6082,6.1073,1.5818,6.53,7.3264,1.2182,31.89,38.18
100,2006-05-22,1.3317,2.2973,1.1194,8.0255,5.8027,0.7782,0.5302,7.7537,45.42,111.62,3.627,11.284,1.6176,6.0923,1.584,6.606,7.2656,1.2049,32.13,38.44
101,2006-05-23,1.3252,2.2535,1.1174,8.0235,5.8032,0.7786,0.5317,7.7553,45.38,111.35,3.613,11.183,1.6026,6.101,1.577,6.4935,7.256,1.2083,31.98,38.2
102,2006-05-24,1.3287,2.358,1.1228,8.0175,5.8488,0.7845,0.5354,7.7559,45.56,112.8,3.64,11.305,1.5865,6.1304,1.5898,6.637,7.3028,1.2188,32,38.54
103,2006-05-25,1.3184,2.3105,1.1072,8.0235,5.8349,0.7827,0.5342,7.7567,45.74,111.92,3.645,11.188,1.5681,6.118,1.577,6.5515,7.2847,1.2184,32.09,38.3
104,2006-05-26,1.3198,2.258,1.1072,8.0245,5.8541,0.785,0.5386,7.7562,45.81,112.58,3.64,11.143,1.58,6.1455,1.582,6.535,7.2949,1.2265,32.02,38.33
105,2006-05-29,1.3181,2.2423,1.105,8.0247,5.8559,0.785,0.5384,7.7565,46.099,112.63,3.631,11.128,1.5781,6.1355,1.5799,6.5153,7.2937,1.2264,32.02,38.24
106,2006-05-30,1.3125,2.315,1.0995,8.03,5.7953,0.7771,0.5312,7.7575,46.13,112.18,3.617,11.2575,1.5652,6.0784,1.5753,6.573,7.1975,1.211,32.09,38.16
107,2006-05-31,1.33,2.3007,1.1027,8.0215,5.8098,0.7792,0.5338,7.7567,46.22,112.26,3.629,11.288,1.5708,6.0687,1.5759,6.7058,7.2143,1.2159,31.99,38.07
108,2006-06-01,1.3369,2.2697,1.1003,8.0184,5.8168,0.7798,0.5352,7.7578,46.19,112.43,3.637,11.282,1.5828,6.0709,1.5815,6.6665,7.2139,1.2197,32.05,38.1
109,2006-06-02,1.3316,2.2855,1.1001,8.0225,5.7763,0.7745,0.5314,7.7581,45.67,111.66,3.639,11.346,1.5855,6.0207,1.5732,6.6735,7.1416,1.2083,32.04,38.07
110,2006-06-05,1.3286,2.251,1.1011,8.0057,5.7563,0.772,0.5323,7.7586,45.7,111.7,3.633,11.285,1.5783,5.9869,1.574,6.634,7.0917,1.2027,32.03,38.13
111,2006-06-06,1.3473,2.2695,1.115,8.012,5.8145,0.7795,0.5374,7.7596,45.8,113.26,3.642,11.3675,1.5911,6.0621,1.5824,6.795,7.1848,1.2155,32.02,38.24
112,2006-06-07,1.3473,2.2585,1.1117,8.0171,5.8279,0.7813,0.5381,7.7617,45.89,113.35,3.6555,11.325,1.5964,6.1013,1.5838,6.71,7.1917,1.2208,32.21,38.26
113,2006-06-08,1.3459,2.2865,1.1233,8.0084,5.8965,0.7906,0.5427,7.7619,45.91,114.22,3.665,11.4425,1.5952,6.1937,1.5977,6.7948,7.306,1.233,32.46,38.43
114,2006-06-09,1.3335,2.2645,1.1071,8.011,5.8985,0.7914,0.5427,7.7611,45.81,113.89,3.665,11.383,1.578,6.1655,1.5933,6.7235,7.2937,1.2322,32.4,38.37
115,2006-06-12,1.3394,2.2625,1.0991,8.015,5.9221,0.7945,0.5423,7.7607,45.71,114.17,3.674,11.3825,1.5863,6.1885,1.5945,6.7675,7.3298,1.2345,32.54,38.42
116,2006-06-13,1.3499,2.292,1.1077,8.0034,5.9261,0.7953,0.5435,7.7624,45.81,115.06,3.683,11.428,1.6046,6.2245,1.5975,6.8425,7.3645,1.2356,32.62,38.48
117,2006-06-14,1.3521,2.2825,1.1121,7.9985,5.9023,0.7917,0.5408,7.7621,45.5,114.85,3.688,11.46,1.6013,6.2255,1.5937,6.83,7.3351,1.2271,32.53,38.37
118,2006-06-15,1.3556,2.261,1.1172,7.999,5.9074,0.7926,0.5412,7.7617,45.83,115.06,3.65,11.417,1.608,6.2167,1.5917,6.9012,7.3545,1.2317,32.53,38.37
119,2006-06-16,1.3534,2.251,1.1223,7.9995,5.9043,0.7922,0.541,7.7643,45.69,115.12,3.64,11.4228,1.62,6.2152,1.5934,6.8862,7.3446,1.2326,32.42,38.4
120,2006-06-19,1.3559,2.232,1.1232,8.0035,5.9272,0.7951,0.5434,7.766,45.76,115.26,3.665,11.456,1.62,6.244,1.5975,6.9835,7.3864,1.2413,32.54,38.49
121,2006-06-20,1.3565,2.2416,1.1163,8.0009,5.9312,0.7957,0.5435,7.7666,45.8,115.02,3.67,11.456,1.6113,6.2839,1.5943,7.0785,7.3371,1.2402,32.56,38.37
122,2006-06-21,1.3567,2.2415,1.1042,7.9969,5.8857,0.7896,0.5417,7.7665,45.8,114.76,3.654,11.423,1.6134,6.2746,1.5908,7.1485,7.2666,1.2329,32.59,38.36
123,2006-06-22,1.3607,2.2335,1.1175,7.9963,5.9253,0.7948,0.5463,7.766,45.99,115.94,3.655,11.435,1.6359,6.3252,1.5962,7.2955,7.3363,1.2421,32.6,38.43
124,2006-06-23,1.3671,2.247,1.1241,7.9997,5.9543,0.7986,0.5493,7.7684,46.01,116.26,3.68,11.44,1.6496,6.3227,1.5979,7.43,7.3688,1.2469,32.7,38.44
125,2006-06-26,1.3697,2.2277,1.1241,7.9995,5.9389,0.7966,0.5498,7.7675,46.22,116.38,3.687,11.412,1.6551,6.3076,1.601,7.338,7.3378,1.2455,32.67,38.47
126,2006-06-27,1.3624,2.23,1.121,7.998,5.9223,0.7943,0.5483,7.7661,46.21,116.26,3.682,11.418,1.6491,6.2925,1.5956,7.285,7.3477,1.2424,32.65,38.44
127,2006-06-28,1.3729,2.2275,1.124,7.997,5.9511,0.798,0.5507,7.7678,46.25,116.42,3.682,11.394,1.677,6.3016,1.5986,7.21,7.3679,1.2479,32.62,38.45
128,2006-06-29,1.3669,2.2055,1.1156,7.9955,5.9505,0.7978,0.5522,7.7675,46.13,116.17,3.685,11.3925,1.6784,6.3073,1.5955,7.265,7.3731,1.249,32.56,38.44
129,2006-06-30,1.3472,2.164,1.115,7.9943,5.8379,0.7825,0.5408,7.7666,45.87,114.51,3.673,11.2865,1.638,6.222,1.583,7.165,7.2135,1.2247,32.33,38.14
130,2006-07-03,1.3448,2.1595,1.1112,7.9924,5.8315,0.7817,0.5432,7.767,45.92,114.92,3.66,11.154,1.6447,6.2385,1.5849,7.03,7.1949,1.2253,32.24,38
131,2006-07-04,1.342,2.1671,1.1061,7.9921,5.8308,0.7814,0.5416,7.767,45.93,114.55,3.64,11.077,1.6423,6.2351,1.5786,7.03,7.1685,1.2256,32.23,37.86
132,2006-07-05,1.3501,2.191,1.1115,7.9955,5.8606,0.7858,0.5452,7.7715,45.92,115.65,3.6485,11.18,1.6521,6.2512,1.5857,7.2225,7.2146,1.2336,32.32,38.19
133,2006-07-06,1.3407,2.1815,1.1116,7.9945,5.847,0.7839,0.5442,7.7709,45.99,115.18,3.66,11.122,1.6543,6.2318,1.5817,7.16,7.1883,1.2299,32.39,38.15
